d	fi	anom	count
0.415	0.628319	912	1000	
0.425	0.172788	74	1000	
0.42	0.502655	700	1000	
0.445	0.376991	494	1000	
0.465	0.345575	484	1000	
0.42	1.24093	1000	1000	
0.43	1.42942	1000	1000	
0.46	0.251327	251	1000	
0.485	1.55509	1000	1000	
0.425	1.35088	1000	1000	
0.4	0.549779	776	1000	
0.42	0.0785398	37	1000	
0.37	0.628319	880	1000	
0.425	0.188496	102	1000	
0.45	0.895354	998	1000	
0.35	1.08385	1000	1000	
0.43	1.11527	1000	1000	
0.445	0.973894	1000	1000	
0.395	1.09956	1000	1000	
0.39	0.863938	998	1000	
0.4	0.172788	45	1000	
0.405	1.24093	1000	1000	
0.42	0.408407	491	1000	
0.435	0.376991	437	1000	
0.415	1.27235	1000	1000	
0.405	0.251327	131	1000	
0.375	1.49226	1000	1000	
0.43	1.14668	1000	1000	
0.435	0.141372	79	1000	
0.375	1.50796	1000	1000	
0.425	1.42942	1000	1000	
0.435	1.35088	1000	1000	
0.43	0.298451	280	1000	
0.45	0.0314159	72	1000	
0.415	0.832522	995	1000	
0.42	1.3823	1000	1000	
0.465	1.14668	1000	1000	
0.415	1.42942	1000	1000	
0.355	1.36659	1000	1000	
0.445	0.911062	1000	1000	
0.36	0.628319	867	1000	
0.405	1.49226	1000	1000	
0.375	0.911062	999	1000	
0.445	1.53938	1000	1000	
0.36	1.27235	1000	1000	
0.42	0.958186	1000	1000	
0.405	0.659734	924	1000	
0.405	1.50796	1000	1000	
0.39	1.00531	1000	1000	
0.44	0.502655	726	1000	
0.38	0.188496	31	1000	
0.415	0.84823	997	1000	
0.41	0.345575	273	1000	
0.36	0.267035	64	1000	
0.44	0.92677	1000	1000	
0.385	0.895354	999	1000	
0.43	0.879646	999	1000	
0.365	0.486947	566	1000	
0.36	1.11527	1000	1000	
0.385	0.204204	49	1000	
0.39	1.24093	1000	1000	
0.42	0.69115	959	1000	
0.445	0.706858	966	1000	
0.41	0.753982	981	1000	
0.415	0.863938	999	1000	
0.395	1.08385	1000	1000	
0.4	0.125664	30	1000	
0.44	0.895354	999	1000	
0.445	0.329867	381	1000	
0.36	0.675442	937	1000	
0.43	0.424115	574	1000	
0.37	0.471239	526	1000	
0.39	0.392699	347	1000	
0.36	0.659734	910	1000	
0.37	0.816814	995	1000	
0.375	0.0314159	2	1000	
0.425	0.628319	911	1000	
0.39	0.76969	980	1000	
0.4	1.00531	1000	1000	
0.435	0.973894	1000	1000	
0.445	0.188496	149	1000	
0.44	0.612611	904	1000	
0.355	1.39801	1000	1000	
0.42	0.125664	48	1000	
0.365	1.31947	1000	1000	
0.35	0.376991	242	1000	
0.42	0.235619	148	1000	
0.385	0.738274	977	1000	
0.37	1.30376	1000	1000	
0.36	0.565487	775	1000	
0.365	0.298451	103	1000	
0.35	0.942478	999	1000	
0.435	0	52	1000	
0.375	0.675442	937	1000	
0.385	0.015708	5	1000	
0.37	1.31947	1000	1000	
0.43	0.314159	332	1000	
0.37	0.785398	983	1000	
0.39	1.13097	1000	1000	
0.44	1.06814	1000	1000	
0.37	1.28805	1000	1000	
0.44	1.31947	1000	1000	
0.4	0.989602	1000	1000	
0.38	0.76969	978	1000	
0.365	0.471239	529	1000	
0.385	0.267035	108	1000	
0.365	1.13097	1000	1000	
0.37	0.612611	855	1000	
0.405	0.219911	81	1000	
0.35	0.455531	450	1000	
0.4	0.973894	1000	1000	
0.44	0.911062	997	1000	
0.425	1.16239	1000	1000	
0.375	0.942478	999	1000	
0.375	0.84823	996	1000	
0.37	0.455531	493	1000	
0.445	1.41372	1000	1000	
0.405	0.15708	51	1000	
0.44	0.0471239	61	1000	
0.36	1.25664	1000	1000	
0.395	1.28805	1000	1000	
0.35	0.188496	18	1000	
0.405	0.408407	469	1000	
0.4	0.141372	42	1000	
0.435	0.408407	548	1000	
0.43	1.53938	1000	1000	
0.375	1.53938	1000	1000	
0.41	1.19381	1000	1000	
0.36	1.47655	1000	1000	
0.35	0.486947	544	1000	
0.39	0.125664	23	1000	
0.4	0.15708	51	1000	
0.355	0.204204	24	1000	
0.405	1.08385	1000	1000	
0.35	0.0785398	2	1000	
0.375	1.3823	1000	1000	
0.395	0.125664	19	1000	
0.36	1.13097	1000	1000	
0.415	1.24093	1000	1000	
0.405	0.235619	106	1000	
0.39	0.0314159	7	1000	
0.405	1.06814	1000	1000	
0.41	0.879646	998	1000	
0.365	0.675442	937	1000	
0.355	0.486947	548	1000	
0.39	0.298451	151	1000	
0.36	1.42942	1000	1000	
0.37	0.832522	997	1000	
0.375	1.30376	1000	1000	
0.375	0.0471239	5	1000	
0.37	0.376991	276	1000	
0.42	1.35088	1000	1000	
0.36	0.188496	10	1000	
0.365	1.19381	1000	1000	
0.44	1.44513	1000	1000	
0.415	0.424115	499	1000	
0.375	0.125664	16	1000	
0.35	0.408407	322	1000	
0.425	1.05243	1000	1000	
0.38	1.49226	1000	1000	
0.395	0.92677	1000	1000	
0.35	1.20951	1000	1000	
0.43	1.13097	1000	1000	
0.35	0.235619	36	1000	
0.42	1.06814	1000	1000	
0.395	1.24093	1000	1000	
0.415	0.596903	846	1000	
0.415	0.439823	539	1000	
0.385	0.235619	58	1000	
0.375	0.958186	1000	1000	
0.425	0.644026	935	1000	
0.375	0.109956	9	1000	
0.385	1.50796	1000	1000	
0.365	1.50796	1000	1000	
0.395	0.0314159	6	1000	
0.37	0.486947	587	1000	
0.37	0.863938	996	1000	
0.385	0.219911	49	1000	
0.36	0.376991	278	1000	
0.42	0.942478	999	1000	
0.435	0.801106	993	1000	
0.37	1.41372	1000	1000	
0.445	0.596903	880	1000	
0.41	0.502655	688	1000	
0.415	1.25664	1000	1000	
0.38	0.219911	60	1000	
0.43	0.706858	970	1000	
0.385	1.03673	1000	1000	
0.445	0.172788	145	1000	
0.375	1.31947	1000	1000	
0.355	0.282743	84	1000	
0.385	0.298451	150	1000	
0.385	0.659734	930	1000	
0.415	0.973894	1000	1000	
0.405	1.09956	1000	1000	
0.36	0.644026	887	1000	
0.44	0.0628319	61	1000	
0.355	1.33518	1000	1000	
0.365	0.392699	332	1000	
0.445	0.141372	108	1000	
0.405	0.675442	935	1000	
0.365	1.30376	1000	1000	
0.42	1.52367	1000	1000	
0.38	0.172788	23	1000	
0.38	1.05243	999	1000	
0.355	0.581195	765	1000	
0.35	1.24093	1000	1000	
0.38	0.753982	977	1000	
0.39	1.20951	1000	1000	
0.42	0.534071	762	1000	
0.395	0.863938	998	1000	
0.43	1.55509	1000	1000	
0.44	0.816814	992	1000	
0.41	0.0471239	19	1000	
0.435	0.832522	996	1000	
0.35	1.22522	1000	1000	
0.36	0.596903	815	1000	
0.36	0.392699	296	1000	
0.39	1.14668	1000	1000	
0.395	0.408407	412	1000	
0.35	1.27235	1000	1000	
0.36	0.282743	79	1000	
0.43	0.738274	980	1000	
0.355	0.329867	125	1000	
0.425	1.03673	1000	1000	
0.35	1.03673	1000	1000	
0.445	1.16239	1000	1000	
0.455	0.973894	1000	1000	
0.365	1.22522	1000	1000	
0.35	0.832522	993	1000	
0.36	0.581195	797	1000	
0.4	0.565487	806	1000	
0.42	0.549779	803	1000	
0.37	0.581195	806	1000	
0.435	0.534071	767	1000	
0.36	0.204204	28	1000	
0.35	1.31947	1000	1000	
0.38	0.942478	999	1000	
0.37	1.39801	1000	1000	
0.395	0.455531	520	1000	
0.445	0.0785398	80	1000	
0.405	0.785398	989	1000	
0.385	0.675442	934	1000	
0.36	1.39801	1000	1000	
0.405	0.267035	135	1000	
0.395	0.84823	997	1000	
0.37	0	2	1000	
0.42	1.27235	1000	1000	
0.405	0.361283	347	1000	
0.385	0.0628319	7	1000	
0.39	0.329867	231	1000	
0.445	1.11527	1000	1000	
0.385	1.06814	1000	1000	
0.39	0.942478	999	1000	
0.355	0.298451	101	1000	
0.42	1.25664	1000	1000	
0.405	0.989602	999	1000	
0.385	0.0314159	7	1000	
0.43	0.832522	996	1000	
0.355	1.00531	1000	1000	
0.35	0.392699	266	1000	
0.37	0.753982	979	1000	
0.445	1.00531	1000	1000	
0.465	0.329867	465	1000	
0.35	0.439823	378	1000	
0.39	0.314159	199	1000	
0.385	0.863938	997	1000	
0.375	0.92677	1000	1000	
0.405	1.19381	1000	1000	
0.395	0.502655	646	1000	
0.415	0.549779	801	1000	
0.43	1.46084	1000	1000	
0.38	1.47655	1000	1000	
0.395	1.30376	1000	1000	
0.37	0.84823	996	1000	
0.38	0.659734	926	1000	
0.4	0.267035	160	1000	
0.39	0.832522	998	1000	
0.4	1.39801	1000	1000	
0.43	0	51	1000	
0.35	0.911062	999	1000	
0.41	1.16239	1000	1000	
0.375	0.0942478	6	1000	
0.355	0.172788	10	1000	
0.4	1.41372	1000	1000	
0.355	1.13097	1000	1000	
0.425	0.785398	991	1000	
0.435	0.92677	1000	1000	
0.43	1.52367	1000	1000	
0.365	1.35088	1000	1000	
0.445	1.42942	1000	1000	
0.485	1.53938	1000	1000	
0.435	0.125664	67	1000	
0.42	1.47655	1000	1000	
0.425	0.738274	977	1000	
0.37	1.20951	1000	1000	
0.39	0.15708	32	1000	
0.395	0.015708	4	1000	
0.35	1.28805	1000	1000	
0.38	0.581195	804	1000	
0.41	0.76969	984	1000	
0.375	0.706858	956	1000	
0.38	0.801106	993	1000	
0.435	0.329867	345	1000	
0.39	0.408407	397	1000	
0.38	1.50796	1000	1000	
0.35	0.015708	0	1000	
0.365	0.376991	291	1000	
0.405	0.392699	420	1000	
0.435	0.518363	767	1000	
0.395	1.33518	1000	1000	
0.41	0.455531	592	1000	
0.41	1.28805	1000	1000	
0.39	0.015708	8	1000	
0.395	1.03673	1000	1000	
0.355	0.188496	21	1000	
0.355	0.109956	6	1000	
0.425	1.44513	1000	1000	
0.41	0.486947	668	1000	
0.385	1.05243	1000	1000	
0.38	0.958186	998	1000	
0.425	0.596903	870	1000	
0.35	1.06814	1000	1000	
0.39	0.989602	1000	1000	
0.365	0.76969	984	1000	
0.355	0.502655	590	1000	
0.43	1.25664	1000	1000	
0.415	1.3823	1000	1000	
0.45	0.879646	998	1000	
0.38	1.03673	1000	1000	
0.39	1.16239	1000	1000	
0.375	0.549779	719	1000	
0.385	1.11527	1000	1000	
0.46	0.235619	234	1000	
0.44	1.33518	1000	1000	
0.395	0.486947	619	1000	
0.375	1.41372	1000	1000	
0.365	1.55509	1000	1000	
0.39	0	11	1000	
0.4	1.09956	1000	1000	
0.375	0.565487	774	1000	
0.35	0	0	1000	
0.415	0.141372	54	1000	
0.385	1.49226	1000	1000	
0.385	0.314159	175	1000	
0.385	0.76969	986	1000	
0.35	1.02102	1000	1000	
0.415	0.408407	465	1000	
0.38	0.644026	908	1000	
0.355	1.3823	1000	1000	
0.42	1.33518	1000	1000	
0.375	0.581195	804	1000	
0.355	0.942478	999	1000	
0.365	1.20951	1000	1000	
0.35	0.471239	502	1000	
0.395	1.31947	1000	1000	
0.375	0.863938	997	1000	
0.44	0.486947	711	1000	
0.375	1.39801	1000	1000	
0.42	0.109956	43	1000	
0.425	0.973894	1000	1000	
0.37	1.44513	1000	1000	
0.395	0.958186	1000	1000	
0.435	1.20951	1000	1000	
0.375	0.471239	538	1000	
0.37	0.76969	975	1000	
0.35	0.92677	999	1000	
0.36	1.09956	1000	1000	
0.395	1.05243	1000	1000	
0.375	0.015708	4	1000	
0.385	0.753982	981	1000	
0.395	0.219911	95	1000	
0.4	1.13097	1000	1000	
0.355	1.41372	1000	1000	
0.4	0.69115	949	1000	
0.39	1.22522	1000	1000	
0.4	1.52367	1000	1000	
0.445	0.518363	796	1000	
0.425	0.204204	131	1000	
0.465	1.16239	1000	1000	
0.355	0.92677	1000	1000	
0.39	0.958186	1000	1000	
0.365	0.361283	241	1000	
0.37	0.565487	709	1000	
0.455	0.141372	133	1000	
0.355	1.30376	1000	1000	
0.395	0.251327	94	1000	
0.36	1.02102	1000	1000	
0.355	0.565487	730	1000	
0.355	1.11527	1000	1000	
0.355	1.16239	1000	1000	
0.395	0.109956	21	1000	
0.415	0.0314159	16	1000	
0.375	0.486947	574	1000	
0.39	1.19381	1000	1000	
0.375	0.879646	998	1000	
0.36	1.41372	1000	1000	
0.41	0.329867	272	1000	
0.37	0.0314159	0	1000	
0.41	1.33518	1000	1000	
0.415	1.36659	1000	1000	
0.4	0.314159	210	1000	
0.355	1.02102	1000	1000	
0.35	0.109956	2	1000	
0.445	0.581195	865	1000	
0.43	0.722566	973	1000	
0.44	0.172788	129	1000	
0.38	0.675442	943	1000	
0.365	0.659734	912	1000	
0.47	0.424115	639	1000	
0.38	0.204204	46	1000	
0.395	0.392699	379	1000	
0.405	1.05243	1000	1000	
0.365	0.753982	974	1000	
0.415	1.28805	1000	1000	
0.38	0.565487	785	1000	
0.43	0.69115	962	1000	
0.36	1.50796	1000	1000	
0.365	1.49226	1000	1000	
0.36	0.424115	402	1000	
0.415	0.455531	586	1000	
0.385	0.282743	121	1000	
0.385	1.14668	1000	1000	
0.41	0.895354	999	1000	
0.395	0.424115	471	1000	
0.39	0.361283	318	1000	
0.35	1.30376	1000	1000	
0.355	1.03673	1000	1000	
0.365	0.282743	104	1000	
0.395	0.0942478	10	1000	
0.38	1.02102	1000	1000	
0.42	1.36659	1000	1000	
0.365	0.581195	801	1000	
0.355	0.471239	509	1000	
0.435	1.22522	1000	1000	
0.435	0.785398	989	1000	
0.355	0.534071	676	1000	
0.42	0.518363	736	1000	
0.36	1.46084	1000	1000	
0.365	0.738274	978	1000	
0.37	1.22522	1000	1000	
0.405	0.345575	287	1000	
0.365	1.11527	1000	1000	
0.46	0.219911	239	1000	
0.355	1.31947	1000	1000	
0.41	0.361283	366	1000	
0.355	0.549779	706	1000	
0.44	0.0942478	90	1000	
0.395	1.25664	1000	1000	
0.37	0.015708	1	1000	
0.43	0.0471239	40	1000	
0.38	0.125664	9	1000	
0.375	0.659734	926	1000	
0.395	1.22522	1000	1000	
0.485	0.69115	966	1000	
0.385	1.13097	1000	1000	
0.495	0.0471239	195	1000	
0.39	0.109956	19	1000	
0.39	0.84823	995	1000	
0.385	0.84823	994	1000	
0.4	1.14668	1000	1000	
0.425	1.46084	1000	1000	
0.38	1.41372	1000	1000	
0.365	0.722566	965	1000	
0.425	0.345575	346	1000	
0.36	0.298451	90	1000	
0.41	1.14668	1000	1000	
0.37	0.392699	309	1000	
0.435	0.392699	468	1000	
0.35	0.0942478	0	1000	
0.36	1.22522	1000	1000	
0.44	0.424115	587	1000	
0.35	0.84823	989	1000	
0.38	1.00531	1000	1000	
0.38	0.973894	1000	1000	
0.425	0.329867	326	1000	
0.39	0.753982	971	1000	
0.41	1.1781	1000	1000	
0.39	0.376991	341	1000	
0.43	1.27235	1000	1000	
0.43	0.235619	163	1000	
0.42	0.251327	164	1000	
0.41	0.69115	964	1000	
0.415	0.015708	24	1000	
0.445	0.15708	126	1000	
0.44	0.0785398	74	1000	
0.425	0.219911	135	1000	
0.4	0.706858	963	1000	
0.395	0.942478	1000	1000	
0.435	0.816814	995	1000	
0.435	1.24093	1000	1000	
0.415	0.15708	56	1000	
0.445	0.989602	1000	1000	
0.375	0.0785398	9	1000	
0.415	0	28	1000	
0.42	0.879646	1000	1000	
0.365	0.69115	944	1000	
0.405	0.644026	905	1000	
0.41	0.0628319	32	1000	
0.425	1.47655	1000	1000	
0.445	1.35088	1000	1000	
0.415	0.785398	987	1000	
0.44	1.25664	1000	1000	
0.425	1.1781	1000	1000	
0.36	1.03673	1000	1000	
0.36	1.49226	1000	1000	
0.395	0.204204	60	1000	
0.365	0.518363	643	1000	
0.38	1.39801	1000	1000	
0.425	1.02102	1000	1000	
0.4	0.581195	827	1000	
0.38	0.141372	22	1000	
0.355	0.0942478	4	1000	
0.36	1.20951	1000	1000	
0.445	1.02102	1000	1000	
0.405	0.596903	862	1000	
0.38	0.109956	10	1000	
0.445	1.55509	1000	1000	
0.425	0.612611	897	1000	
0.4	0.958186	1000	1000	
0.41	1.52367	1000	1000	
0.395	0.471239	591	1000	
0.44	0.879646	997	1000	
0.44	1.46084	1000	1000	
0.365	1.52367	1000	1000	
0.44	0.628319	917	1000	
0.43	0.439823	586	1000	
0.445	0.722566	977	1000	
0.405	0.801106	993	1000	
0.44	0.235619	183	1000	
0.435	1.36659	1000	1000	
0.405	1.42942	1000	1000	
0.42	1.08385	1000	1000	
0.425	0.141372	66	1000	
0.4	0.502655	679	1000	
0.41	0.314159	263	1000	
0.415	0.989602	1000	1000	
0.425	1.55509	1000	1000	
0.41	0.439823	543	1000	
0.42	1.46084	1000	1000	
0.41	0.738274	975	1000	
0.43	0.816814	995	1000	
0.385	1.09956	1000	1000	
0.42	0.0471239	33	1000	
0.4	1.33518	1000	1000	
0.35	0.204204	20	1000	
0.4	1.53938	1000	1000	
0.435	1.16239	1000	1000	
0.43	1.06814	1000	1000	
0.48	1.44513	1000	1000	
0.48	0.612611	929	1000	
0.44	1.30376	1000	1000	
0.475	0.518363	797	1000	
0.46	1.06814	1000	1000	
0.45	0.0471239	70	1000	
0.495	0.895354	998	1000	
0.49	0.801106	993	1000	
0.405	1.47655	1000	1000	
0.495	0.0628319	187	1000	
0.435	0.911062	999	1000	
0.445	0.267035	256	1000	
0.445	1.14668	1000	1000	
0.485	0.706858	975	1000	
0.415	0.534071	785	1000	
0.39	1.02102	999	1000	
0.485	1.52367	1000	1000	
0.4	0.298451	179	1000	
0.43	0.863938	997	1000	
0.475	0.502655	780	1000	
0.425	0.722566	980	1000	
0.405	1.22522	1000	1000	
0.445	0.314159	356	1000	
0.42	1.50796	1000	1000	
0.44	0.219911	182	1000	
0.425	0.76969	981	1000	
0.445	1.39801	1000	1000	
0.415	1.41372	1000	1000	
0.49	1.49226	1000	1000	
0.4	0.251327	112	1000	
0.43	0.0314159	44	1000	
0.475	1.33518	1000	1000	
0.495	0.879646	1000	1000	
0.39	1.03673	1000	1000	
0.37	0.644026	892	1000	
0.465	1.1781	1000	1000	
0.395	0.282743	163	1000	
0.39	0.188496	48	1000	
0.38	0.015708	3	1000	
0.395	1.13097	1000	1000	
0.37	1.49226	1000	1000	
0.36	0.471239	509	1000	
0.395	0.298451	166	1000	
0.355	1.20951	1000	1000	
0.485	0.722566	978	1000	
0.48	0.628319	947	1000	
0.37	0.659734	912	1000	
0.365	0.565487	763	1000	
0.375	0.753982	976	1000	
0.385	0.942478	999	1000	
0.385	0.0942478	7	1000	
0.385	0.109956	14	1000	
0.39	0.204204	60	1000	
0.45	1.36659	1000	1000	
0.36	1.30376	1000	1000	
0.445	0.565487	859	1000	
0.355	0.376991	262	1000	
0.365	1.39801	1000	1000	
0.44	0.471239	659	1000	
0.435	0.0785398	65	1000	
0.35	0.282743	87	1000	
0.43	0.282743	254	1000	
0.475	1.20951	1000	1000	
0.495	0.76969	992	1000	
0.38	0.84823	995	1000	
0.35	1.11527	1000	1000	
0.485	1.42942	1000	1000	
0.47	1.11527	1000	1000	
0.465	0.188496	210	1000	
0.485	1.44513	1000	1000	
0.495	0.785398	992	1000	
0.47	0.314159	448	1000	
0.475	1.25664	1000	1000	
0.49	1.52367	1000	1000	
0.455	0.0471239	81	1000	
0.45	0.785398	990	1000	
0.455	0.832522	999	1000	
0.47	0.298451	387	1000	
0.45	0.753982	987	1000	
0.47	1.13097	1000	1000	
0.475	0.408407	597	1000	
0.465	0.204204	244	1000	
0.49	1.50796	1000	1000	
0.465	0.235619	269	1000	
0.455	0.015708	73	1000	
0.485	0.565487	886	1000	
0.48	0.471239	725	1000	
0.49	0.675442	978	1000	
0.46	0.973894	1000	1000	
0.485	0.612611	932	1000	
0.48	0.518363	823	1000	
0.475	0.424115	664	1000	
0.46	0.942478	1000	1000	
0.485	0.581195	891	1000	
0.46	0.141372	165	1000	
0.49	1.53938	1000	1000	
0.46	0.958186	1000	1000	
0.455	0.0314159	87	1000	
0.48	1.35088	1000	1000	
0.48	1.33518	1000	1000	
0.495	0.753982	989	1000	
0.45	0.738274	979	1000	
0.465	1.02102	1000	1000	
0.495	0.801106	997	1000	
0.49	0.69115	967	1000	
0.465	1.05243	999	1000	
0.465	0.219911	220	1000	
0.45	0.76969	987	1000	
0.485	1.39801	1000	1000	
0.485	0.596903	913	1000	
0.475	0.376991	582	1000	
0.475	1.22522	1000	1000	
0.46	0.92677	999	1000	
0.46	0.125664	108	1000	
0.48	0.502655	808	1000	
0.455	1.46084	1000	1000	
0.47	0.329867	475	1000	
0.46	0.0942478	127	1000	
0.475	1.24093	1000	1000	
0.465	1.03673	1000	1000	
0.49	0.706858	970	1000	
0.46	0.109956	116	1000	
0.47	1.16239	1000	1000	
0.455	0.84823	997	1000	
0.4	1.3823	1000	1000	
0.47	0.282743	358	1000	
0.49	0.659734	957	1000	
0.455	0	87	1000	
0.485	1.41372	1000	1000	
0.465	1.06814	999	1000	
0.455	0.125664	102	1000	
0.455	0.879646	999	1000	
0.48	1.30376	1000	1000	
0.475	0.392699	573	1000	
0.48	1.31947	1000	1000	
0.48	0.486947	793	1000	
0.42	0.0942478	44	1000	
0.47	1.14668	1000	1000	
0.49	0.785398	993	1000	
0.42	0.92677	999	1000	
0.455	0.863938	999	1000	
0.49	1.11527	1000	1000	
0.46	0.832522	997	1000	
0.485	1.28805	1000	1000	
0.49	1.36659	1000	1000	
0.495	1.49226	1000	1000	
0.49	0.518363	828	1000	
0.475	1.11527	1000	1000	
0.49	0.534071	841	1000	
0.47	0.141372	174	1000	
0.46	1.55509	1000	1000	
0.45	1.46084	1000	1000	
0.475	1.08385	1000	1000	
0.495	1.44513	1000	1000	
0.455	0.628319	923	1000	
0.475	0.251327	311	1000	
0.455	0.424115	601	1000	
0.45	0.612611	911	1000	
0.46	0.801106	991	1000	
0.47	0.172788	204	1000	
0.46	0	93	1000	
0.485	0.439823	689	1000	
0.465	0.911062	998	1000	
0.475	0.267035	354	1000	
0.48	1.16239	1000	1000	
0.485	0.424115	689	1000	
0.47	0.15708	183	1000	
0.495	1.47655	1000	1000	
0.465	0.816814	996	1000	
0.48	0.361283	517	1000	
0.465	0.0471239	113	1000	
0.495	1.3823	1000	1000	
0.465	0.0785398	141	1000	
0.48	0.376991	619	1000	
0.495	0.612611	937	1000	
0.49	0.565487	886	1000	
0.48	1.1781	1000	1000	
0.48	0.345575	499	1000	
0.455	0.722566	982	1000	
0.485	0.455531	711	1000	
0.48	1.20951	1000	1000	
0.45	0.596903	898	1000	
0.455	0.69115	969	1000	
0.495	0.659734	958	1000	
0.46	0.549779	842	1000	
0.47	0.973894	1000	1000	
0.455	1.55509	1000	1000	
0.49	1.3823	1000	1000	
0.485	0.172788	239	1000	
0.48	1.19381	1000	1000	
0.47	0.989602	1000	1000	
0.455	1.52367	1000	1000	
0.475	0.235619	314	1000	
0.49	0.549779	876	1000	
0.475	0.282743	422	1000	
0.46	0.785398	990	1000	
0.485	1.27235	1000	1000	
0.49	1.39801	1000	1000	
0.455	0.455531	669	1000	
0.45	0.361283	493	1000	
0.485	1.30376	1000	1000	
0.455	1.25664	1000	1000	
0.45	0.345575	462	1000	
0.495	1.46084	1000	1000	
0.48	0.329867	459	1000	
0.45	1.44513	1000	1000	
0.45	1.42942	1000	1000	
0.47	0.188496	207	1000	
0.465	0.895354	998	1000	
0.495	0.628319	935	1000	
0.465	0.92677	1000	1000	
0.47	0.706858	977	1000	
0.45	1.47655	1000	1000	
0.49	1.35088	1000	1000	
0.45	0.628319	911	1000	
0.49	1.28805	1000	1000	
0.485	0.15708	215	1000	
0.475	1.09956	1000	1000	
0.465	0.879646	997	1000	
0.47	1.02102	1000	1000	
0.47	1.00531	999	1000	
0.485	0.361283	538	1000	
0.465	0.0628319	117	1000	
0.49	0.282743	405	1000	
0.455	1.53938	1000	1000	
0.465	0.0942478	117	1000	
0.45	0.644026	932	1000	
0.475	1.06814	1000	1000	
0.455	0.706858	968	1000	
0.495	1.1781	1000	1000	
0.47	0.738274	981	1000	
0.46	0.816814	991	1000	
0.495	1.19381	1000	1000	
0.455	0.738274	982	1000	
0.495	0.361283	580	1000	
0.485	1.25664	1000	1000	
0.48	0.0628319	136	1000	
0.455	0.439823	620	1000	
0.465	1.44513	1000	1000	
0.47	0.722566	980	1000	
0.46	0.518363	795	1000	
0.45	1.16239	1000	1000	
0.48	0.92677	1000	1000	
0.495	0.549779	865	1000	
0.49	1.09956	1000	1000	
0.495	0.644026	959	1000	
0.465	1.47655	1000	1000	
0.455	1.27235	1000	1000	
0.49	0.455531	748	1000	
0.485	0.989602	1000	1000	
0.48	0.0785398	146	1000	
0.495	1.20951	1000	1000	
0.475	0.816814	998	1000	
0.475	0.801106	996	1000	
0.46	1.36659	1000	1000	
0.48	1.09956	1000	1000	
0.46	1.3823	1000	1000	
0.465	0.644026	959	1000	
0.48	0.911062	1000	1000	
0.45	0.329867	372	1000	
0.48	0.0942478	163	1000	
0.475	1.00531	999	1000	
0.45	1.19381	1000	1000	
0.475	0.832522	997	1000	
0.485	0.471239	760	1000	
0.49	1.08385	1000	1000	
0.46	0.534071	820	1000	
0.455	1.28805	1000	1000	
0.465	1.46084	1000	1000	
0.465	0.612611	914	1000	
0.475	0	121	1000	
0.45	1.1781	1000	1000	
0.47	1.55509	1000	1000	
0.405	1.1781	1000	1000	
0.49	0.267035	420	1000	
0.45	0.534071	786	1000	
0.48	0.895354	998	1000	
0.485	1.19381	1000	1000	
0.495	0.345575	556	1000	
0.485	0.188496	254	1000	
0.46	0.722566	979	1000	
0.47	0.502655	787	1000	
0.47	1.53938	1000	1000	
0.47	0.911062	1000	1000	
0.485	1.00531	1000	1000	
0.41	1.31947	1000	1000	
0.48	0.267035	364	1000	
0.42	0.675442	934	1000	
0.47	1.24093	1000	1000	
0.48	1.42942	1000	1000	
0.44	1.05243	1000	1000	
0.465	0.628319	935	1000	
0.49	0.251327	359	1000	
0.46	1.35088	1000	1000	
0.495	0.376991	606	1000	
0.475	0.172788	212	1000	
0.475	1.35088	1000	1000	
0.435	0.958186	999	1000	
0.47	0.0785398	124	1000	
0.475	0.188496	244	1000	
0.485	1.02102	1000	1000	
0.45	0.549779	819	1000	
0.48	1.11527	1000	1000	
0.495	0.973894	1000	1000	
0.47	0.408407	606	1000	
0.495	0.911062	999	1000	
0.485	0.376991	589	1000	
0.42	0.628319	903	1000	
0.48	0.298451	405	1000	
0.465	1.27235	1000	1000	
0.45	0.172788	139	1000	
0.455	1.24093	1000	1000	
0.455	1.49226	1000	1000	
0.455	0.251327	238	1000	
0.47	0.958186	999	1000	
0.465	1.42942	1000	1000	
0.49	0.92677	1000	1000	
0.465	0.832522	996	1000	
0.47	1.3823	1000	1000	
0.45	0.125664	97	1000	
0.485	1.35088	1000	1000	
0.495	1.53938	1000	1000	
0.455	1.50796	1000	1000	
0.46	0.345575	454	1000	
0.475	1.42942	1000	1000	
0.49	0.895354	996	1000	
0.455	0.15708	154	1000	
0.495	0.706858	981	1000	
0.48	1.14668	1000	1000	
0.495	0.329867	510	1000	
0.455	0.659734	941	1000	
0.48	0.879646	996	1000	
0.465	0.863938	998	1000	
0.47	0.125664	173	1000	
0.47	0.69115	973	1000	
0.48	0.424115	653	1000	
0.41	1.27235	1000	1000	
0.49	0.612611	933	1000	
0.455	0.219911	220	1000	
0.475	0.628319	924	1000	
0.495	0.188496	297	1000	
0.4	1.08385	1000	1000	
0.45	0.973894	1000	1000	
0.485	0.141372	216	1000	
0.47	0.235619	305	1000	
0.45	0.141372	110	1000	
0.49	0.502655	795	1000	
0.49	0.911062	1000	1000	
0.455	0.235619	218	1000	
0.465	1.24093	1000	1000	
0.46	1.19381	1000	1000	
0.49	0.816814	997	1000	
0.455	1.09956	1000	1000	
0.495	0.596903	905	1000	
0.475	1.16239	1000	1000	
0.485	0	169	1000	
0.495	0.141372	250	1000	
0.48	1.13097	999	1000	
0.485	0.801106	994	1000	
