d	fi	anom	count
0.31	0.565487	695	1000	
0.34	1.24093	1000	1000	
0.32	1.31947	1000	1000	
0.335	1.06814	1000	1000	
0.3	0.188496	0	1000	
0.32	0.832522	993	1000	
0.35	0.172788	6	1000	
0.32	0.612611	833	1000	
0.335	0.659734	896	1000	
0.325	1.3823	1000	1000	
0.355	1.24093	1000	1000	
0.315	1.13097	1000	1000	
0.325	1.53938	1000	1000	
0.32	0.816814	985	1000	
0.33	0.76969	978	1000	
0.305	1.39801	1000	1000	
0.3	0.486947	433	1000	
0.325	0.84823	998	1000	
0.325	0.942478	999	1000	
0.34	0.125664	3	1000	
0.335	1.50796	1000	1000	
0.335	1.03673	999	1000	
0.335	0.298451	52	1000	
0.305	0.204204	4	1000	
0.31	1.25664	1000	1000	
0.31	1.39801	1000	1000	
0.305	1.33518	1000	1000	
0.305	0.486947	454	1000	
0.32	0.863938	996	1000	
0.3	1.20951	1000	1000	
0.33	0.172788	6	1000	
0.32	1.41372	1000	1000	
0.3	0.0785398	0	1000	
0.355	0.251327	56	1000	
0.32	1.28805	1000	1000	
0.315	1.22522	1000	1000	
0.345	0.125664	3	1000	
0.32	0.486947	469	1000	
0.31	1.42942	1000	1000	
0.33	1.47655	1000	1000	
0.3	0.942478	1000	1000	
0.385	1.35088	1000	1000	
0.325	0.958186	1000	1000	
0.33	1.05243	1000	1000	
0.33	0.801106	986	1000	
0.33	1.49226	1000	1000	
0.3	1.22522	1000	1000	
0.34	1.14668	1000	1000	
0.315	1.19381	1000	1000	
0.31	0.188496	1	1000	
0.3	0.392699	182	1000	
0.31	0.204204	3	1000	
0.34	0.298451	73	1000	
0.3	0.455531	327	1000	
0.325	0.109956	1	1000	
0.31	0.376991	164	1000	
0.33	0.942478	999	1000	
0.335	0.314159	90	1000	
0.335	0.235619	34	1000	
0.305	0.581195	719	1000	
0.335	0.0314159	0	1000	
0.33	0.753982	977	1000	
0.3	1.27235	1000	1000	
0.31	0.644026	852	1000	
0.32	0.376991	167	1000	
0.345	1.33518	1000	1000	
0.3	0.235619	9	1000	
0.305	0.282743	25	1000	
0.31	0.282743	44	1000	
0.3	1.24093	1000	1000	
0.315	1.35088	1000	1000	
0.34	0.0314159	0	1000	
0.33	0.659734	885	1000	
0.32	1.20951	1000	1000	
0.3	1.06814	1000	1000	
0.32	0.84823	997	1000	
0.325	1.31947	999	1000	
0.335	0.219911	13	1000	
0.32	0.753982	979	1000	
0.345	0.863938	997	1000	
0.32	1.39801	1000	1000	
0.34	0.015708	0	1000	
0.315	0.581195	734	1000	
0.345	0.455531	414	1000	
0.385	0.141372	21	1000	
0.31	1.13097	1000	1000	
0.315	1.50796	1000	1000	
0.345	0.0314159	0	1000	
0.3	1.31947	1000	1000	
0.325	0.125664	0	1000	
0.305	0.502655	465	1000	
0.33	0.581195	758	1000	
0.345	0.92677	998	1000	
0.33	0.219911	15	1000	
0.315	1.30376	1000	1000	
0.34	1.20951	1000	1000	
0.335	0.675442	916	1000	
0.34	0.832522	996	1000	
0.31	0.392699	173	1000	
0.3	0	0	1000	
0.32	0	0	1000	
0.375	1.42942	1000	1000	
0.305	0.92677	1000	1000	
0.385	0.376991	326	1000	
0.325	1.41372	1000	1000	
0.315	0.675442	896	1000	
0.345	1.05243	1000	1000	
0.335	0.753982	973	1000	
0.305	0.188496	3	1000	
0.34	0.942478	1000	1000	
0.335	0.0628319	0	1000	
0.325	0.549779	650	1000	
0.305	1.00531	1000	1000	
0.305	0.172788	0	1000	
0.33	1.50796	1000	1000	
0.38	0.298451	142	1000	
0.345	0.84823	997	1000	
0.355	0.644026	901	1000	
0.32	0.581195	713	1000	
0.335	0.76969	976	1000	
0.38	0.424115	415	1000	
0.325	0.0942478	0	1000	
0.335	0.863938	997	1000	
0.325	1.39801	1000	1000	
0.305	1.13097	1000	1000	
0.34	0.989602	1000	1000	
0.37	0.69115	952	1000	
0.3	0.439823	268	1000	
0.305	0.329867	62	1000	
0.34	0.408407	274	1000	
0.34	0.314159	97	1000	
0.355	0.659734	927	1000	
0.345	0.015708	0	1000	
0.31	0.581195	715	1000	
0.305	1.41372	1000	1000	
0.34	1.19381	1000	1000	
0.34	1.16239	1000	1000	
0.3	1.28805	1000	1000	
0.31	0.596903	768	1000	
0.36	0.753982	978	1000	
0.345	1.30376	1000	1000	
0.33	0.958186	999	1000	
0.375	1.02102	1000	1000	
0.32	1.44513	1000	1000	
0.355	1.49226	1000	1000	
0.315	0.392699	196	1000	
0.3	0.832522	997	1000	
0.38	1.14668	1000	1000	
0.305	0.298451	45	1000	
0.3	0.471239	401	1000	
0.305	0.109956	0	1000	
0.345	0.408407	308	1000	
0.345	0.502655	562	1000	
0.345	1.31947	1000	1000	
0.3	1.02102	1000	1000	
0.3	0.911062	999	1000	
0.36	0.345575	183	1000	
0.365	1.42942	1000	1000	
0.305	1.3823	1000	1000	
0.34	0.361283	154	1000	
0.395	1.53938	1000	1000	
0.37	0.408407	382	1000	
0.325	0.0471239	0	1000	
0.365	1.27235	1000	1000	
0.305	1.30376	1000	1000	
0.345	0.486947	531	1000	
0.325	0.879646	1000	1000	
0.3	0.015708	0	1000	
0.32	0.565487	686	1000	
0.315	0.76969	979	1000	
0.315	1.20951	1000	1000	
0.3	0.109956	0	1000	
0.39	0.785398	991	1000	
0.31	1.02102	1000	1000	
0.335	1.05243	1000	1000	
0.375	0.628319	879	1000	
0.335	1.11527	1000	1000	
0.325	0.471239	436	1000	
0.365	0.863938	996	1000	
0.365	0.832522	995	1000	
0.33	1.03673	1000	1000	
0.34	0.329867	125	1000	
0.325	0.015708	0	1000	
0.31	1.09956	1000	1000	
0.395	0.329867	233	1000	
0.325	0.92677	999	1000	
0.315	0.376991	169	1000	
0.305	1.11527	1000	1000	
0.39	0.895354	1000	1000	
0.33	0.644026	865	1000	
0.33	0.675442	906	1000	
0.305	0.471239	372	1000	
0.35	0.125664	6	1000	
0.37	1.3823	1000	1000	
0.3	1.03673	1000	1000	
0.315	0.361283	134	1000	
0.39	0.502655	683	1000	
0.315	0.753982	972	1000	
0.345	0.251327	52	1000	
0.31	1.50796	1000	1000	
0.335	1.14668	1000	1000	
0.35	0.15708	2	1000	
0.345	0.958186	1000	1000	
0.345	1.03673	1000	1000	
0.305	1.02102	1000	1000	
0.305	0.942478	999	1000	
0.325	0.565487	713	1000	
0.38	0.879646	997	1000	
0.34	0.15708	8	1000	
0.475	0.989602	999	1000	
0.345	0.392699	261	1000	
0.385	0	5	1000	
0.35	1.00531	999	1000	
0.315	0.282743	40	1000	
0.395	0.706858	962	1000	
0.36	0.879646	998	1000	
0.46	0.706858	973	1000	
0.325	0.863938	997	1000	
0.345	0.219911	19	1000	
0.355	0.408407	312	1000	
0.355	1.50796	1000	1000	
0.325	0.706858	933	1000	
0.32	0.0314159	0	1000	
0.345	0.0942478	1	1000	
0.31	1.41372	1000	1000	
0.335	0.282743	41	1000	
0.3	0.92677	999	1000	
0.34	0.958186	1000	1000	
0.32	0.76969	981	1000	
0.345	0.109956	1	1000	
0.325	0.486947	464	1000	
0.315	1.55509	1000	1000	
0.325	0.581195	734	1000	
0.305	0.565487	685	1000	
0.385	0.973894	1000	1000	
0.365	0.84823	996	1000	
0.34	0	0	1000	
0.31	0.424115	262	1000	
0.33	1.00531	1000	1000	
0.335	1.49226	1000	1000	
0.39	0.0471239	8	1000	
0.34	1.22522	1000	1000	
0.47	0.0628319	142	1000	
0.345	1.25664	1000	1000	
0.475	0.15708	183	1000	
0.475	1.52367	1000	1000	
0.39	0.612611	877	1000	
0.495	0.235619	342	1000	
0.47	0.895354	999	1000	
0.455	0.612611	904	1000	
0.495	0.534071	839	1000	
0.49	0.973894	1000	1000	
0.485	1.08385	1000	1000	
0.385	0.408407	392	1000	
0.37	0.958186	999	1000	
0.39	1.06814	1000	1000	
0.3	0.84823	997	1000	
0.395	0.911062	999	1000	
0.34	0.84823	999	1000	
0.38	0.314159	160	1000	
0.46	0.612611	912	1000	
0.48	1.08385	1000	1000	
0.49	0.439823	708	1000	
0.315	0.738274	979	1000	
0.3	1.30376	1000	1000	
0.38	1.55509	1000	1000	
0.475	0.0628319	133	1000	
0.32	1.22522	1000	1000	
0.33	0.565487	742	1000	
0.305	1.31947	1000	1000	
0.46	1.44513	1000	1000	
0.49	1.1781	1000	1000	
0.455	1.14668	1000	1000	
0.495	1.36659	1000	1000	
0.48	0.15708	198	1000	
0.305	0.534071	592	1000	
0.45	0.518363	789	1000	
0.49	0.345575	530	1000	
0.305	1.03673	1000	1000	
0.485	0.345575	507	1000	
0.455	1.35088	1000	1000	
0.465	0.801106	992	1000	
0.465	1.33518	1000	1000	
0.33	1.02102	999	1000	
0.335	0.84823	996	1000	
0.495	1.06814	1000	1000	
0.485	0.251327	348	1000	
0.37	1.52367	1000	1000	
0.49	1.27235	1000	1000	
0.315	0.659734	889	1000	
0.37	0.125664	3	1000	
0.465	1.53938	1000	1000	
0.45	1.25664	1000	1000	
0.47	0.596903	907	1000	
0.48	0.251327	341	1000	
0.45	1.05243	999	1000	
0.365	1.24093	1000	1000	
0.34	0.109956	0	1000	
0.455	0.518363	790	1000	
0.35	0.141372	6	1000	
0.3	0.0942478	0	1000	
0.455	0.314159	373	1000	
0.34	0.376991	209	1000	
0.485	1.1781	1000	1000	
0.305	1.16239	1000	1000	
0.48	0.989602	1000	1000	
0.495	1.27235	1000	1000	
0.315	1.11527	1000	1000	
0.395	1.16239	1000	1000	
0.45	1.35088	1000	1000	
0.37	0.235619	54	1000	
0.46	1.53938	1000	1000	
0.395	0.188496	54	1000	
0.375	1.16239	1000	1000	
0.37	1.06814	1000	1000	
0.33	0.204204	12	1000	
0.345	0.424115	334	1000	
0.465	0.706858	976	1000	
0.39	0.911062	999	1000	
0.38	0.706858	968	1000	
0.355	0.235619	39	1000	
0.47	1.42942	1000	1000	
0.485	0.0471239	165	1000	
0.475	0.895354	997	1000	
0.32	0.015708	0	1000	
0.465	0.502655	793	1000	
0.39	0.92677	999	1000	
0.46	0.408407	594	1000	
0.31	0.298451	44	1000	
0.33	1.41372	1000	1000	
0.49	0.141372	231	1000	
0.31	1.49226	1000	1000	
0.45	0.424115	569	1000	
0.455	1.44513	1000	1000	
0.305	0.549779	632	1000	
0.39	1.31947	1000	1000	
0.315	1.49226	1000	1000	
0.355	0.675442	924	1000	
0.47	0.361283	538	1000	
0.48	0.549779	852	1000	
0.375	1.05243	1000	1000	
0.485	0.879646	999	1000	
0.31	1.03673	1000	1000	
0.33	0.125664	0	1000	
0.33	0.141372	3	1000	
0.335	1.13097	1000	1000	
0.48	0.785398	997	1000	
0.36	1.19381	1000	1000	
0.495	0.439823	732	1000	
0.325	0.659734	900	1000	
0.38	1.13097	1000	1000	
0.385	0.801106	993	1000	
0.35	0.973894	999	1000	
0.39	1.44513	1000	1000	
0.485	1.47655	1000	1000	
0.465	1.09956	1000	1000	
0.47	1.19381	1000	1000	
0.345	1.22522	1000	1000	
0.38	1.53938	1000	1000	
0.31	1.22522	1000	1000	
0.395	1.41372	1000	1000	
0.345	0.204204	19	1000	
0.33	0.973894	998	1000	
0.365	0.439823	428	1000	
0.45	0.219911	176	1000	
0.32	0.392699	198	1000	
0.475	1.28805	1000	1000	
0.37	1.35088	1000	1000	
0.46	0.172788	164	1000	
0.365	1.25664	1000	1000	
0.365	0.973894	1000	1000	
0.305	0.0942478	0	1000	
0.31	1.46084	1000	1000	
0.315	0.518363	528	1000	
0.47	0.801106	996	1000	
0.395	0.172788	45	1000	
0.35	0.989602	999	1000	
0.355	0.219911	33	1000	
0.315	0.722566	952	1000	
0.475	0.69115	973	1000	
0.34	0.753982	979	1000	
0.365	0.596903	841	1000	
0.315	0.69115	926	1000	
0.355	1.08385	1000	1000	
0.345	0.942478	999	1000	
0.385	0.534071	719	1000	
0.45	0.816814	992	1000	
0.475	0.455531	690	1000	
0.395	0.596903	833	1000	
0.33	1.39801	1000	1000	
0.36	0.502655	602	1000	
0.39	0.486947	595	1000	
0.36	0.0471239	0	1000	
0.375	0.644026	909	1000	
0.325	0.0785398	1	1000	
0.365	0.424115	366	1000	
0.455	0.0785398	102	1000	
0.49	0.738274	982	1000	
0.35	1.41372	1000	1000	
0.495	0	179	1000	
0.495	0.832522	997	1000	
0.485	0.644026	951	1000	
0.355	1.06814	1000	1000	
0.375	1.44513	1000	1000	
0.375	0.785398	984	1000	
0.46	1.00531	999	1000	
0.48	1.3823	1000	1000	
0.37	0.109956	2	1000	
0.46	1.24093	1000	1000	
0.39	1.33518	1000	1000	
0.375	1.03673	1000	1000	
0.365	0.408407	344	1000	
0.38	0.738274	962	1000	
0.355	1.09956	1000	1000	
0.31	1.20951	1000	1000	
0.315	1.52367	1000	1000	
0.465	0.267035	282	1000	
0.355	0.267035	65	1000	
0.375	0.973894	1000	1000	
0.455	0.911062	999	1000	
0.36	1.16239	1000	1000	
0.38	1.52367	1000	1000	
0.39	0.0628319	11	1000	
0.345	0.471239	494	1000	
0.33	0.109956	2	1000	
0.355	0.15708	9	1000	
0.385	0.832522	990	1000	
0.37	0.942478	1000	1000	
0.35	1.39801	1000	1000	
0.395	1.42942	1000	1000	
0.365	1.28805	1000	1000	
0.37	0.534071	698	1000	
0.385	0.518363	675	1000	
0.35	0.565487	763	1000	
0.36	0.76969	983	1000	
0.375	0.596903	830	1000	
0.385	0.329867	213	1000	
0.35	0.69115	936	1000	
0.36	0.329867	161	1000	
0.395	0.141372	33	1000	
0.37	0.549779	741	1000	
0.355	0.785398	986	1000	
0.36	1.33518	1000	1000	
0.35	0.314159	116	1000	
0.365	0.141372	7	1000	
0.37	1.33518	1000	1000	
0.385	0.785398	989	1000	
0.365	0.455531	478	1000	
0.395	1.00531	1000	1000	
0.395	0.581195	826	1000	
0.375	0.329867	183	1000	
0.39	0.816814	997	1000	
0.355	1.05243	1000	1000	
0.375	1.46084	1000	1000	
0.38	0.69115	941	1000	
0.405	0.973894	999	1000	
0.36	0.0628319	0	1000	
0.395	0.0785398	14	1000	
0.38	1.25664	1000	1000	
0.37	1.27235	1000	1000	
0.355	0.361283	211	1000	
0.395	1.11527	1000	1000	
0.365	0.0314159	1	1000	
0.37	1.25664	1000	1000	
0.355	0.989602	1000	1000	
0.415	0.329867	282	1000	
0.38	0.832522	997	1000	
0.395	0.518363	704	1000	
0.36	1.14668	1000	1000	
0.365	0.549779	709	1000	
0.355	1.19381	1000	1000	
0.38	1.46084	1000	1000	
0.39	0.0942478	15	1000	
0.35	0.267035	56	1000	
0.38	0	3	1000	
0.385	0.92677	999	1000	
0.385	0.125664	18	1000	
0.435	1.53938	1000	1000	
0.37	1.47655	1000	1000	
0.375	0.738274	972	1000	
0.395	0.15708	36	1000	
0.375	0.204204	56	1000	
0.35	1.52367	1000	1000	
0.355	0.392699	309	1000	
0.36	1.28805	1000	1000	
0.36	0.455531	459	1000	
0.36	0.486947	556	1000	
0.335	1.09956	1000	1000	
0.385	0.816814	997	1000	
0.365	1.3823	1000	1000	
0.385	1.22522	1000	1000	
0.35	1.09956	1000	1000	
0.38	0.722566	974	1000	
0.385	1.20951	1000	1000	
0.395	1.02102	1000	1000	
0.37	0.518363	665	1000	
0.39	0.0785398	8	1000	
0.37	1.36659	1000	1000	
0.395	0.989602	1000	1000	
0.36	0.361283	224	1000	
0.35	1.14668	1000	1000	
0.35	1.13097	1000	1000	
0.375	0.345575	224	1000	
0.365	0.015708	0	1000	
0.375	0.219911	68	1000	
0.3	0.204204	3	1000	
0.38	0.0471239	4	1000	
0.365	1.36659	1000	1000	
0.375	1.1781	1000	1000	
0.36	0.895354	998	1000	
0.38	1.27235	1000	1000	
0.39	0.172788	41	1000	
0.36	0.69115	946	1000	
0.385	1.24093	1000	1000	
0.42	0.424115	552	1000	
0.35	0.581195	756	1000	
0.39	0.235619	93	1000	
0.38	0.235619	76	1000	
0.395	1.55509	1000	1000	
0.37	0.251327	61	1000	
0.355	1.47655	1000	1000	
0.36	1.1781	1000	1000	
0.385	0.392699	356	1000	
0.355	0.596903	823	1000	
0.355	0.345575	153	1000	
0.375	1.47655	1000	1000	
0.39	0.424115	472	1000	
0.395	1.35088	1000	1000	
0.35	0.706858	951	1000	
0.375	0.612611	848	1000	
0.39	1.25664	1000	1000	
0.37	0.0471239	2	1000	
0.39	0.628319	904	1000	
0.365	0.15708	13	1000	
0.4	0.0314159	12	1000	
0.39	1.46084	1000	1000	
0.375	0.141372	14	1000	
0.415	1.14668	1000	1000	
0.37	0.879646	995	1000	
0.35	0.958186	1000	1000	
0.365	0	2	1000	
0.36	0.738274	962	1000	
0.365	0.785398	988	1000	
0.395	0.722566	975	1000	
0.38	0.439823	445	1000	
0.385	1.36659	1000	1000	
0.365	0.989602	1000	1000	
0.37	1.08385	1000	1000	
0.355	0.801106	985	1000	
0.36	1.52367	1000	1000	
0.39	0.879646	997	1000	
0.35	1.53938	1000	1000	
0.35	0.502655	572	1000	
0.355	1.42942	1000	1000	
0.36	0.314159	139	1000	
0.395	1.39801	1000	1000	
0.35	1.33518	1000	1000	
0.34	1.02102	1000	1000	
0.375	1.55509	1000	1000	
0.36	0.439823	458	1000	
0.37	1.46084	1000	1000	
0.38	1.06814	1000	1000	
0.38	0.816814	985	1000	
0.385	1.16239	1000	1000	
0.41	0.235619	120	1000	
0.4	0.879646	997	1000	
0.415	1.16239	1000	1000	
0.405	0.141372	46	1000	
0.485	1.31947	1000	1000	
0.43	1.44513	1000	1000	
0.48	0.392699	632	1000	
0.39	1.30376	1000	1000	
0.48	1.22522	999	1000	
0.475	0.298451	431	1000	
0.495	1.50796	1000	1000	
0.475	1.13097	1000	1000	
0.455	0.753982	986	1000	
0.41	0.219911	104	1000	
0.445	0.0471239	72	1000	
0.47	0.204204	241	1000	
0.465	0.942478	999	1000	
0.45	0.659734	944	1000	
0.435	0.69115	961	1000	
0.445	0.895354	999	1000	
0.46	0.84823	999	1000	
0.32	0.644026	880	1000	
0.45	1.49226	1000	1000	
0.34	1.03673	1000	1000	
0.395	0.565487	799	1000	
0.49	1.41372	1000	1000	
0.485	0.486947	770	1000	
0.44	0.801106	992	1000	
0.465	0.109956	136	1000	
0.495	0.675442	985	1000	
0.49	0.581195	911	1000	
0.33	0.015708	1	1000	
0.345	0.282743	71	1000	
0.32	1.49226	1000	1000	
0.345	1.13097	1000	1000	
0.34	0.188496	8	1000	
0.345	0.298451	96	1000	
0.445	0.0628319	83	1000	
0.47	1.03673	999	1000	
0.31	0.471239	388	1000	
0.305	1.20951	1000	1000	
0.385	0.911062	999	1000	
0.32	0.659734	891	1000	
0.335	0.0942478	1	1000	
0.395	1.14668	1000	1000	
0.325	0.753982	972	1000	
0.335	0.942478	999	1000	
0.315	0.565487	678	1000	
0.46	0.015708	81	1000	
0.335	0.109956	2	1000	
0.395	0.267035	154	1000	
0.34	0.204204	13	1000	
0.31	1.30376	1000	1000	
0.35	0.298451	99	1000	
0.365	0.534071	721	1000	
0.38	0.863938	995	1000	
0.305	0.376991	143	1000	
0.315	1.39801	1000	1000	
0.3	0.282743	31	1000	
0.3	1.11527	1000	1000	
0.395	0.314159	188	1000	
0.33	0.84823	998	1000	
0.37	1.50796	1000	1000	
0.435	1.52367	1000	1000	
0.425	0.502655	714	1000	
0.375	0.722566	962	1000	
0.37	0.0942478	7	1000	
0.475	1.14668	1000	1000	
0.355	1.22522	1000	1000	
0.485	1.33518	1000	1000	
0.38	0.0314159	4	1000	
0.39	0.219911	64	1000	
0.48	1.24093	1000	1000	
0.45	1.50796	1000	1000	
0.47	1.05243	1000	1000	
0.465	0.125664	154	1000	
0.465	0.958186	1000	1000	
0.49	0.596903	907	1000	
0.45	0.675442	953	1000	
0.47	0.219911	276	1000	
0.455	0.76969	988	1000	
0.48	0.408407	628	1000	
0.49	1.42942	1000	1000	
0.375	0.76969	981	1000	
0.485	0.502655	799	1000	
0.475	0.314159	440	1000	
0.46	0.0314159	91	1000	
0.495	0.69115	968	1000	
0.365	1.41372	1000	1000	
0.495	1.52367	1000	1000	
0.35	0.251327	50	1000	
0.46	0.863938	995	1000	
0.44	1.49226	1000	1000	
0.43	0.612611	903	1000	
0.41	1.06814	1000	1000	
0.425	0.518363	735	1000	
0.4	0.0471239	17	1000	
0.425	1.33518	1000	1000	
0.445	0.879646	998	1000	
0.35	1.3823	1000	1000	
0.47	0.439823	675	1000	
0.4	1.36659	1000	1000	
0.435	0.706858	974	1000	
0.45	0.0628319	85	1000	
0.39	0.471239	589	1000	
0.475	0.534071	840	1000	
0.46	1.08385	1000	1000	
0.385	0.0785398	9	1000	
0.475	1.36659	1000	1000	
0.425	1.20951	1000	1000	
0.445	0.76969	993	1000	
0.38	0.282743	129	1000	
0.435	1.42942	1000	1000	
0.42	1.11527	1000	1000	
0.415	0.188496	108	1000	
0.42	0.314159	264	1000	
0.445	0.785398	989	1000	
0.435	1.44513	1000	1000	
0.42	0.298451	233	1000	
0.4	0.753982	985	1000	
0.425	1.25664	1000	1000	
0.44	1.52367	1000	1000	
0.43	0.518363	729	1000	
0.46	1.05243	1000	1000	
0.405	0.0471239	15	1000	
0.425	0.408407	488	1000	
0.42	1.13097	1000	1000	
0.405	1.46084	1000	1000	
0.4	0.785398	989	1000	
0.44	1.53938	1000	1000	
0.455	0.958186	1000	1000	
0.435	0.581195	866	1000	
0.405	0.832522	995	1000	
0.4	0.738274	983	1000	
0.415	0.204204	107	1000	
0.43	0.471239	657	1000	
0.44	1.50796	1000	1000	
0.405	0.015708	20	1000	
0.435	0.612611	898	1000	
0.41	0.973894	999	1000	
0.415	0.235619	118	1000	
0.44	0.675442	953	1000	
0.43	1.33518	1000	1000	
0.435	0.565487	812	1000	
0.405	0.0314159	8	1000	
0.425	0.424115	564	1000	
0.42	0.329867	279	1000	
0.41	0.942478	998	1000	
0.415	1.05243	1000	1000	
0.41	0.141372	57	1000	
0.41	0.958186	1000	1000	
0.48	0.596903	912	1000	
0.415	1.02102	1000	1000	
0.435	0.596903	891	1000	
0.42	1.16239	1000	1000	
0.445	0.753982	985	1000	
0.43	1.35088	1000	1000	
0.435	1.39801	1000	1000	
0.44	0.69115	957	1000	
0.445	0.801106	994	1000	
0.42	0.282743	217	1000	
0.43	0.502655	754	1000	
0.425	1.24093	1000	1000	
0.4	0.76969	990	1000	
0.415	0.219911	107	1000	
0.41	0.125664	35	1000	
0.425	0.376991	417	1000	
0.425	1.22522	1000	1000	
0.44	0.706858	969	1000	
0.41	0.92677	999	1000	
0.44	0.659734	940	1000	
0.41	0.0942478	30	1000	
0.41	0.109956	32	1000	
0.415	1.03673	1000	1000	
0.405	0.84823	990	1000	
0.405	0	17	1000	
0.435	1.41372	1000	1000	
0.405	0.879646	1000	1000	
0.415	1.06814	1000	1000	
0.43	1.30376	1000	1000	
0.43	1.31947	1000	1000	
0.425	0.392699	465	1000	
0.43	0.486947	702	1000	
0.42	1.14668	1000	1000	
0.44	1.11527	1000	1000	
0.405	0.863938	995	1000	
0.37	0.92677	999	1000	
0.435	0.722566	982	1000	
0.415	1.1781	1000	1000	
0.43	0.628319	912	1000	
0.415	0.816814	994	1000	
0.435	0.172788	94	1000	
0.405	0.455531	563	1000	
0.41	0.832522	994	1000	
0.4	1.46084	1000	1000	
0.435	1.28805	1000	1000	
0.41	0	23	1000	
0.44	1.36659	1000	1000	
0.445	1.1781	1000	1000	
0.445	1.49226	1000	1000	
0.44	0.534071	768	1000	
0.425	1.11527	1000	1000	
0.41	1.55509	1000	1000	
0.44	0.518363	782	1000	
0.4	0.612611	862	1000	
0.425	0.251327	175	1000	
0.415	0.0471239	28	1000	
0.42	0.141372	53	1000	
0.445	1.44513	1000	1000	
0.425	1.08385	1000	1000	
0.41	0.549779	806	1000	
0.435	0.439823	598	1000	
0.415	0.911062	1000	1000	
0.43	0.361283	407	1000	
0.435	0.361283	442	1000	
0.44	1.09956	1000	1000	
0.42	0.172788	81	1000	
0.405	0.424115	480	1000	
0.41	0.801106	992	1000	
0.355	1.1781	1000	1000	
0.425	0.267035	200	1000	
0.445	0.361283	467	1000	
0.43	1.16239	1000	1000	
0.44	0.565487	856	1000	
0.445	1.47655	1000	1000	
0.4	0.345575	290	1000	
0.4	0.361283	325	1000	
0.42	0.15708	75	1000	
0.44	0.282743	270	1000	
0.435	0.424115	549	1000	
0.435	0.15708	89	1000	
0.43	1.1781	1000	1000	
0.405	0.722566	979	1000	
0.43	0.376991	454	1000	
0.415	0.0785398	28	1000	
0.4	0.596903	856	1000	
0.445	0.612611	908	1000	
0.435	1.30376	1000	1000	
0.405	0.439823	495	1000	
0.435	0.455531	644	1000	
0.43	1.20951	1000	1000	
0.445	0.659734	963	1000	
0.43	0.345575	361	1000	
0.44	1.3823	1000	1000	
0.405	0.69115	952	1000	
0.425	0.235619	142	1000	
0.42	0.973894	999	1000	
0.43	1.19381	1000	1000	
0.42	0.989602	1000	1000	
0.405	1.55509	1000	1000	
0.425	0.282743	222	1000	
0.4	1.47655	1000	1000	
0.41	0.785398	989	1000	
0.405	1.52367	1000	1000	
0.44	0.549779	836	1000	
0.44	1.28805	1000	1000	
0.405	1.53938	1000	1000	
0.405	0.706858	956	1000	
0.44	1.39801	1000	1000	
0.42	0.188496	107	1000	
0.44	1.35088	1000	1000	
0.435	1.27235	1000	1000	
0.405	1.25664	1000	1000	
0.43	0.0628319	48	1000	
0.4	1.42942	1000	1000	
0.43	0.329867	322	1000	
0.445	1.46084	1000	1000	
0.42	1.02102	1000	1000	
0.42	1.00531	999	1000	
0.415	0.895354	998	1000	
0.42	0.706858	969	1000	
0.44	0.455531	636	1000	
0.405	0.628319	899	1000	
0.4	1.44513	1000	1000	
0.415	1.47655	1000	1000	
0.445	1.19381	1000	1000	
0.445	1.3823	1000	1000	
0.425	1.09956	1000	1000	
0.415	0.92677	998	1000	
0.445	0.628319	919	1000	
0.415	1.44513	1000	1000	
0.415	0.0628319	27	1000	
0.415	0.879646	1000	1000	
0.4	0.628319	895	1000	
0.435	0.989602	1000	1000	
0.415	0.0942478	26	1000	
0.42	0.738274	975	1000	
0.4	0.644026	910	1000	
0.41	0.518363	694	1000	
0.42	0.722566	974	1000	
0.41	0.816814	991	1000	
0.425	1.06814	1000	1000	
0.405	1.27235	1000	1000	
0.425	0.816814	996	1000	
0.4	1.16239	1000	1000	
0.415	0.644026	940	1000	
0.43	0.92677	999	1000	
0.405	0.738274	973	1000	
0.435	1.25664	1000	1000	
0.43	1.09956	1000	1000	
0.445	1.20951	1000	1000	
0.425	0	24	1000	
0.4	0.329867	227	1000	
0.445	0.644026	928	1000	
0.43	0.0942478	58	1000	
0.415	0.612611	889	1000	
0.41	1.36659	1000	1000	
0.43	0.911062	996	1000	
0.43	0.0785398	45	1000	
0.41	1.3823	1000	1000	
0.405	0.125664	29	1000	
0.445	0.549779	827	1000	
0.44	1.08385	1000	1000	
0.41	0.534071	758	1000	
0.425	0.801106	995	1000	
0.44	0.267035	263	1000	
0.42	1.55509	1000	1000	
0.435	0.188496	118	1000	
0.43	0.895354	998	1000	
0.425	0.832522	995	1000	
0.435	1.19381	1000	1000	
0.425	1.00531	1000	1000	
0.4	1.19381	999	1000	
0.4	0.534071	718	1000	
0.445	0.345575	386	1000	
0.405	1.28805	1000	1000	
0.435	0.471239	678	1000	
0.4	1.1781	1000	1000	
0.41	1.35088	1000	1000	
0.44	0.251327	218	1000	
0.41	0.722566	975	1000	
0.45	0.863938	998	1000	
0.415	1.46084	1000	1000	
0.43	0.267035	204	1000	
0.36	1.31947	1000	1000	
0.37	0.675442	936	1000	
0.465	0.314159	402	1000	
0.39	1.05243	1000	1000	
0.42	1.53938	1000	1000	
0.42	0.911062	1000	1000	
0.44	0.785398	992	1000	
0.435	1.02102	999	1000	
0.435	1.00531	1000	1000	
0.385	0.958186	1000	1000	
